"","acctnum","gender","R","F","M","firstpur","age_class","single","student","mailing","respmail"
"1695",26781,"M",14,"1",295,14,"26-30","no","no",1,0
"1697",26800,"M",4,"6",36.8333333333333,20,"36-40","yes","no",1,0
"1698",26802,"M",6,"2",18.5,10,"26-30","no","yes",1,1
"1701",26824,"F",4,"7",37.1428571428571,30,"18-25","no","yes",1,0
"1703",26846,"F",14,"12",34.75,74,"41-45","yes","yes",1,0
"1708",26886,"F",12,"2",94,14,"18-25","no","yes",1,0
"1717",26931,"F",10,"1",128,10,"26-30","no","no",1,0
"1718",26932,"F",18,"2",92.5,26,"26-30","no","no",1,0
"1719",26939,"M",14,"2",37,20,"31-35","no","no",1,0
"1724",27002,"F",14,"1",178,14,"18-25","no","no",1,0
"1727",27022,"F",2,"1",25,2,"18-25","yes","no",1,0
"1728",27053,"M",10,"5",52.6,28,"18-25","no","yes",1,0
"1730",27097,"F",16,"1",115,16,"18-25","no","no",1,0
"1731",27113,"F",22,"2",164.5,26,"26-30","no","yes",1,0
"1734",27176,"F",16,"6",30.3333333333333,46,"36-40","no","yes",1,0
"1735",27182,"F",14,"12",38.6666666666667,60,"18-25","yes","yes",1,1
"1736",27184,"M",16,"7",20.2857142857143,42,"26-30","yes","yes",1,1
"1738",27216,"F",10,"2",99.5,16,"18-25","no","yes",1,0
"1739",27221,"F",10,"10",16.3,48,"31-35","yes","yes",1,0
"1743",27274,"F",16,"3",53.6666666666667,32,"26-30","no","yes",1,0
"1744",27277,"M",8,"9",37.2222222222222,60,"18-25","no","yes",1,0
"1749",27317,"F",2,"2",47,4,"18-25","no","yes",1,0
"1751",27320,"F",16,"4",39,38,"18-25","yes","yes",1,0
"1753",27338,"M",4,"1",222,4,"26-30","no","no",1,0
"1754",27357,"F",10,"1",80,10,"26-30","no","no",1,0
"1755",27365,"F",10,"2",142,16,"18-25","no","no",1,0
"1756",27408,"M",12,"1",94,12,"18-25","no","no",1,0
"1758",27473,"F",10,"3",99,24,"31-35","no","no",1,0
"1759",27476,"F",32,"1",52,32,"18-25","yes","no",1,0
"1760",27497,"M",12,"1",299,12,"18-25","no","no",1,0
"1764",27550,"F",16,"2",40.5,22,"26-30","no","no",1,0
"1767",27557,"F",4,"1",156,4,"18-25","no","no",1,0
"1771",27595,"M",16,"2",44,20,"18-25","no","no",1,0
"1776",27626,"F",30,"2",139,32,"31-35","no","no",1,0
"1778",27665,"F",16,"5",52.6,42,"36-40","no","yes",1,1
"1779",27685,"M",10,"1",82,10,"18-25","no","no",1,0
"1781",27691,"F",14,"4",45.25,32,"18-25","no","no",1,0
"1782",27692,"M",28,"8",26.375,68,"26-30","yes","yes",1,0
"1783",27694,"M",34,"3",21.3333333333333,42,"18-25","no","yes",1,0
"1784",27701,"F",6,"1",307,6,"18-25","no","yes",1,0
"1786",27726,"M",10,"2",159.5,12,"18-25","no","no",1,0
"1787",27727,"F",4,"7",50.5714285714286,40,"26-30","yes","yes",1,0
"1788",27749,"F",24,"1",48,24,"18-25","no","yes",1,0
"1789",27751,"M",12,"1",182,12,"18-25","yes","no",1,0
"1792",27786,"M",2,"2",49,4,"18-25","no","no",1,0
"1794",27807,"F",24,"1",166,24,"26-30","no","no",1,0
"1799",27875,"F",10,"2",129,14,"18-25","no","yes",1,0
"1800",27914,"F",20,"1",115,20,"18-25","no","yes",1,0
"1803",27982,"F",32,"1",63,32,"26-30","no","no",1,0
"1804",27995,"F",12,"3",102.666666666667,26,"31-35","no","no",1,0
"1805",27997,"F",10,"1",91,10,"18-25","no","yes",1,0
"1809",28017,"F",12,"1",242,12,"18-25","no","yes",1,0
"1811",28024,"F",2,"2",136.5,4,"26-30","no","yes",1,1
"1813",28044,"M",6,"8",25,32,"31-35","yes","no",1,0
"1814",28051,"F",10,"8",31.375,42,"18-25","yes","yes",1,1
"1815",28064,"F",14,"10",44.2,40,"18-25","yes","yes",1,1
"1816",28079,"F",4,"3",22.3333333333333,10,"18-25","yes","no",1,0
"1820",28112,"F",8,"2",90.5,14,"18-25","yes","no",1,0
"1822",28129,"F",20,"2",67,26,"26-30","no","no",1,0
"1823",28152,"M",16,"2",63.5,22,"26-30","no","yes",1,0
"1824",28157,"F",22,"2",142,28,"26-30","no","yes",1,1
"1825",28166,"F",14,"2",116.5,18,"18-25","yes","no",1,0
"1829",28204,"M",2,"1",120,2,"26-30","no","no",1,0
"1830",28231,"F",10,"6",21,28,"26-30","no","yes",1,1
"1831",28243,"F",10,"1",160,10,"26-30","no","no",1,0
"1833",28270,"M",18,"2",130,26,"31-35","no","no",1,0
"1835",28284,"F",16,"2",150,20,"31-35","no","no",1,0
"1836",28287,"F",8,"11",35.2727272727273,32,"36-40","yes","yes",1,0
"1848",28408,"F",16,"2",161,18,"18-25","no","yes",1,0
"1851",28463,"F",6,"1",26,6,"18-25","no","no",1,0
"1852",28474,"M",16,"1",74,16,"18-25","no","no",1,0
"1853",28493,"F",12,"10",42.1,66,"26-30","yes","yes",1,1
"1855",28499,"M",34,"2",27,38,"31-35","no","no",1,0
"1856",28501,"M",16,"8",48.5,52,"31-35","yes","yes",1,1
"1857",28521,"M",2,"2",78.5,6,"18-25","no","yes",1,0
"1860",28545,"F",22,"6",63.3333333333333,40,"26-30","yes","yes",1,0
"1864",28582,"M",2,"2",73,8,"31-35","no","no",1,0
"1865",28588,"M",14,"3",74.3333333333333,22,"18-25","no","yes",1,0
"1869",28660,"F",32,"2",149,34,"18-25","yes","no",1,0
"1870",28661,"M",16,"11",19.4545454545455,56,"26-30","no","yes",1,0
"1871",28663,"M",16,"7",24.2857142857143,38,"31-35","yes","yes",1,0
"1875",28703,"M",10,"2",70,16,"26-30","no","yes",1,0
"1876",28704,"M",10,"1",306,10,"18-25","no","yes",1,0
"1877",28719,"F",2,"1",68,2,"26-30","no","no",1,0
"1879",28729,"F",14,"2",66.5,20,"18-25","yes","no",1,0
"1881",28745,"M",10,"1",263,10,"26-30","no","no",1,0
"1882",28761,"F",8,"3",32.6666666666667,14,"26-30","no","yes",1,0
"1883",28770,"M",24,"9",41.3333333333333,44,"36-40","no","yes",1,1
"1884",28775,"F",18,"2",110,22,"26-30","no","no",1,0
"1885",28780,"M",12,"7",42.1428571428571,42,"18-25","yes","yes",1,0
"1887",28800,"F",10,"8",18,42,"26-30","no","yes",1,0
"1890",28815,"F",16,"5",45.6,36,"31-35","no","yes",1,0
"1891",28840,"F",16,"2",75,22,"18-25","no","no",1,0
"1892",28853,"F",2,"1",176,2,"26-30","no","no",1,0
"1895",28863,"F",36,"2",87,44,"26-30","no","yes",1,1
"1898",28875,"F",2,"2",17,10,"18-25","yes","no",1,0
"1900",28891,"F",2,"2",36.5,6,"18-25","no","yes",1,0
"1901",28898,"M",14,"4",83.75,22,"18-25","yes","no",1,0
"1904",28915,"M",2,"10",20.9,60,"36-40","yes","yes",1,0
"1907",28942,"F",4,"4",75.25,24,"26-30","no","no",1,0
"1908",28971,"F",26,"8",33,68,"31-35","no","yes",1,0
"1909",28975,"F",2,"2",52.5,10,"31-35","no","no",1,0
"1911",28989,"F",10,"2",128.5,14,"18-25","no","yes",1,0
"1912",29010,"M",14,"2",126,18,"26-30","no","no",1,0
"1914",29026,"F",32,"1",70,32,"18-25","no","no",1,0
"1916",29031,"F",22,"2",50.5,26,"26-30","no","no",1,0
"1917",29062,"F",34,"2",25.5,40,"31-35","no","no",1,0
"1919",29074,"F",12,"1",274,12,"18-25","no","no",1,0
"1920",29087,"F",10,"1",211,10,"18-25","no","no",1,0
"1921",29104,"F",8,"10",44.5,64,"18-25","no","yes",1,1
"1922",29108,"M",36,"4",77,58,"26-30","yes","no",1,0
"1924",29129,"F",6,"4",62,24,"31-35","no","yes",1,0
"1926",29150,"M",12,"3",106.666666666667,20,"18-25","no","yes",1,1
"1928",29178,"F",16,"8",24.625,48,"41-45","no","yes",1,0
"1929",29191,"M",8,"9",24.6666666666667,46,"18-25","yes","yes",1,0
"1930",29217,"F",16,"7",34,56,"18-25","yes","yes",1,0
"1932",29224,"F",26,"3",61,38,"26-30","no","yes",1,0
"1933",29228,"F",6,"10",33.3,44,"26-30","no","yes",1,0
"1934",29230,"M",2,"10",15,36,"26-30","yes","yes",1,0
"1937",29238,"F",4,"1",182,4,"18-25","no","yes",1,0
"1938",29243,"F",14,"2",153.5,16,"26-30","no","yes",1,0
"1939",29291,"F",2,"2",39.5,10,"31-35","no","no",1,0
"1940",29298,"M",2,"2",54.5,10,"18-25","no","yes",1,0
"1942",29311,"M",22,"7",27.8571428571429,52,"18-25","yes","yes",1,0
"1943",29321,"F",6,"1",86,6,"18-25","no","no",1,0
"1944",29326,"M",4,"1",253,4,"18-25","no","no",1,0
"1948",29395,"F",14,"10",30,64,"41-45","yes","yes",1,1
"1949",29412,"F",2,"2",33.5,6,"18-25","no","yes",1,0
"1951",29420,"F",12,"1",295,12,"18-25","no","yes",1,0
"1952",29421,"F",12,"2",75,20,"26-30","no","yes",1,0
"1953",29424,"F",10,"8",37,52,"36-40","yes","yes",1,1
"1954",29426,"F",10,"2",69.5,14,"18-25","no","no",1,0
"1955",29437,"F",8,"1",102,8,"18-25","no","yes",1,0
"1956",29438,"F",2,"5",20.6,16,"26-30","no","yes",1,1
"1958",29451,"F",26,"8",49.75,58,"26-30","yes","yes",1,0
"1961",29492,"F",14,"1",199,14,"26-30","no","no",1,0
"1963",29501,"F",22,"2",149.5,26,"18-25","yes","no",1,0
"1964",29506,"M",2,"1",64,2,"18-25","no","no",1,0
"1965",29507,"F",12,"1",17,12,"26-30","no","no",1,0
"1966",29515,"F",12,"2",16,20,"26-30","no","yes",1,0
"1972",29589,"F",12,"9",23,58,"36-40","no","yes",1,1
"1973",29590,"F",12,"4",44.75,32,"26-30","no","yes",1,0
"1977",29634,"M",12,"1",235,12,"18-25","no","yes",1,0
"1978",29638,"M",32,"8",15.125,48,"26-30","yes","yes",1,1
"1979",29640,"M",10,"3",96.6666666666667,22,"26-30","yes","no",1,0
"1981",29651,"F",12,"1",213,12,"18-25","no","no",1,0
"1984",29671,"F",16,"1",232,16,"18-25","yes","no",1,0
"1987",29709,"M",16,"2",104,20,"26-30","no","yes",1,0
"1990",29725,"F",8,"1",131,8,"26-30","no","no",1,0
"1996",29824,"M",10,"10",29.7,56,"36-40","yes","no",1,0
"1997",29832,"F",32,"2",154.5,38,"18-25","no","yes",1,0
"1998",29840,"M",12,"1",120,12,"18-25","yes","no",1,0
"2000",29844,"M",16,"2",150.5,22,"26-30","no","no",1,0
"2001",29845,"M",10,"4",32.75,22,"26-30","yes","yes",1,0
"2002",29846,"M",12,"7",42.1428571428571,50,"31-35","yes","no",1,0
"2003",29878,"F",16,"11",25.7272727272727,42,"36-40","yes","yes",1,0
"2004",29881,"F",4,"2",89,8,"18-25","no","yes",1,0
"2007",29905,"F",8,"9",32.7777777777778,34,"26-30","yes","yes",1,1
"2008",29908,"F",24,"1",62,24,"18-25","no","no",1,0
"2009",29914,"M",10,"2",106.5,12,"18-25","yes","no",1,0
"2010",29918,"F",22,"7",44.4285714285714,36,"18-25","no","yes",1,1
"2011",29923,"F",6,"9",29.1111111111111,36,"18-25","yes","yes",1,1
"2015",29950,"F",20,"2",139,26,"18-25","yes","no",1,0
"2021",29990,"F",2,"1",195,2,"18-25","no","no",1,0
"2022",29992,"M",20,"2",142,28,"26-30","yes","no",1,0
"2023",30018,"M",4,"2",94,10,"26-30","no","no",1,0
"2024",30032,"F",34,"2",75.5,40,"26-30","no","no",1,0
"2025",30076,"F",16,"2",55.5,22,"18-25","no","no",1,0
"2026",30080,"F",10,"7",15.4285714285714,30,"46-50","no","yes",1,0
"2027",30087,"F",14,"2",102.5,16,"18-25","no","yes",1,0
"2028",30105,"M",12,"2",110.5,18,"18-25","no","yes",1,0
"2029",30109,"M",2,"2",36,4,"18-25","no","no",1,0
"2030",30114,"F",16,"8",43.875,62,"36-40","yes","yes",1,1
"2032",30146,"M",6,"1",271,6,"18-25","no","no",1,0
"2033",30154,"F",16,"8",34.5,56,"31-35","no","yes",1,1
"2034",30173,"F",8,"2",143,16,"18-25","no","no",1,0
"2037",30255,"F",10,"2",56.5,16,"18-25","no","yes",1,0
"2038",30257,"F",10,"10",35.5,34,"31-35","no","yes",1,0
"2040",30288,"F",14,"2",156,20,"18-25","yes","yes",1,0
"2042",30299,"M",36,"2",129.5,40,"26-30","no","yes",1,0
"2043",30300,"F",28,"1",236,28,"18-25","no","no",1,0
"2044",30322,"M",24,"1",218,24,"18-25","no","yes",1,0
"2045",30331,"F",14,"1",249,14,"18-25","no","yes",1,0
"2047",30345,"M",36,"2",161.5,40,"31-35","no","no",1,0
"2050",30385,"F",18,"4",28.25,40,"18-25","no","yes",1,0
"2051",30409,"F",4,"2",123.5,12,"18-25","yes","no",1,0
"2052",30413,"M",12,"1",289,12,"18-25","no","no",1,0
"2053",30422,"F",10,"1",119,10,"18-25","no","no",1,0
"2054",30426,"M",10,"2",32,16,"18-25","no","yes",1,0
"2056",30441,"M",12,"3",32,30,"18-25","no","no",1,0
"2058",30467,"F",30,"9",38.8888888888889,72,"36-40","yes","yes",1,1
"2061",30495,"M",8,"5",74.4,32,"18-25","yes","yes",1,1
"2062",30502,"M",14,"2",162.5,18,"18-25","no","yes",1,0
"2064",30539,"F",10,"8",50.375,42,"31-35","no","yes",1,0
"2065",30543,"F",6,"5",31.2,34,"18-25","yes","yes",1,0
"2068",30565,"M",6,"1",15,6,"26-30","no","no",1,0
"2069",30590,"F",6,"7",39.4285714285714,38,"26-30","no","yes",1,0
"2070",30592,"M",12,"12",21.4166666666667,82,"26-30","yes","yes",1,1
"2071",30606,"F",30,"1",103,30,"26-30","no","no",1,0
"2072",30615,"M",12,"7",47.4285714285714,52,"36-40","yes","yes",1,1
"2073",30619,"F",16,"9",40.6666666666667,66,"31-35","yes","yes",1,0
"2077",30679,"F",12,"6",52,30,"18-25","yes","yes",1,0
"2078",30703,"F",10,"1",98,10,"26-30","no","no",1,0
"2079",30715,"F",28,"2",125.5,30,"18-25","yes","no",1,0
"2080",30720,"F",34,"2",150,36,"26-30","no","no",1,0
"2081",30726,"F",4,"6",61.3333333333333,18,"31-35","yes","yes",1,0
"2083",30756,"F",12,"4",45,24,"26-30","no","yes",1,0
"2088",30775,"F",10,"2",135,14,"26-30","no","yes",1,1
"2089",30788,"F",30,"10",16.7,68,"18-25","no","yes",1,1
"2090",30812,"F",10,"8",50.625,38,"41-45","no","yes",1,0
"2091",30815,"M",10,"2",38.5,12,"18-25","no","no",1,0
"2092",30818,"M",4,"1",187,4,"18-25","no","yes",1,0
"2093",30824,"M",10,"1",216,10,"26-30","no","no",1,0
"2094",30842,"F",10,"12",38.5,64,"31-35","yes","yes",1,0
"2095",30850,"F",22,"10",16.9,62,"26-30","no","yes",1,0
"2096",30867,"F",28,"2",161.5,32,"18-25","no","yes",1,0
"2097",30872,"F",4,"7",38.4285714285714,40,"36-40","no","yes",1,0
"2098",30881,"F",16,"11",40.9090909090909,52,"36-40","yes","yes",1,0
"2100",30908,"F",36,"6",51,50,"26-30","no","yes",1,0
"2102",30947,"F",12,"1",110,12,"18-25","no","no",1,0
"2105",30976,"F",6,"2",18,12,"18-25","no","yes",1,0
"2107",30988,"F",6,"8",35.625,28,"36-40","no","yes",1,0
"2109",31007,"F",6,"1",310,6,"26-30","no","no",1,0
"2112",31024,"F",2,"7",24.4285714285714,18,"31-35","yes","yes",1,0
"2113",31030,"F",24,"2",83,28,"18-25","no","no",1,0
"2116",31038,"F",14,"2",51.5,20,"26-30","yes","no",1,0
"2117",31044,"F",16,"10",35.7,72,"31-35","yes","no",1,0
"2119",31062,"M",6,"12",18.5833333333333,42,"36-40","yes","yes",1,1
"2120",31069,"F",14,"9",24.5555555555556,62,"41-45","yes","no",1,0
"2122",31091,"F",12,"11",26.7272727272727,72,"26-30","no","yes",1,0
"2123",31116,"M",14,"2",120,20,"18-25","no","yes",1,0
"2125",31140,"F",16,"1",222,16,"26-30","no","no",1,0
"2126",31145,"F",26,"10",26.1,50,"31-35","no","yes",1,0
"2127",31160,"F",10,"11",40.2727272727273,74,"36-40","yes","yes",1,1
"2134",31314,"F",14,"1",43,14,"26-30","no","no",1,0
"2137",31329,"M",16,"8",39.75,54,"18-25","yes","yes",1,0
"2138",31342,"F",8,"1",75,8,"26-30","no","no",1,0
"2139",31350,"F",12,"1",156,12,"26-30","no","no",1,0
"2143",31391,"M",34,"4",38.25,54,"26-30","no","yes",1,1
"2145",31403,"M",12,"1",39,12,"26-30","no","no",1,0
"2146",31418,"F",10,"1",209,10,"18-25","no","no",1,0
"2156",31547,"F",2,"1",178,2,"18-25","no","no",1,0
"2160",31600,"M",4,"1",181,4,"26-30","no","no",1,0
"2161",31613,"F",10,"1",74,10,"18-25","no","no",1,0
"2162",31627,"F",12,"1",97,12,"18-25","no","yes",1,0
"2166",31657,"M",24,"1",22,24,"26-30","no","no",1,0
"2169",31681,"F",14,"2",62,20,"26-30","no","no",1,0
"2170",31682,"F",24,"2",75,30,"26-30","yes","no",1,0
"2171",31708,"F",4,"11",22.4545454545455,60,"31-35","yes","yes",1,0
"2173",31743,"M",14,"1",137,14,"18-25","no","yes",1,0
"2175",31751,"F",12,"7",35.7142857142857,52,"18-25","yes","yes",1,0
"2177",31765,"F",18,"2",147.5,26,"18-25","no","yes",1,0
"2178",31780,"F",10,"2",128.5,16,"26-30","yes","no",1,0
"2179",31787,"F",2,"2",111.5,4,"18-25","yes","no",1,0
"2180",31803,"F",8,"9",29.5555555555556,50,"26-30","no","yes",1,1
"2181",31804,"F",18,"1",301,18,"26-30","no","no",1,0
"2182",31823,"F",8,"2",119,14,"26-30","no","no",1,0
"2183",31825,"F",10,"10",15.9,60,"56-65","no","yes",1,0
"2184",31828,"F",2,"4",58,24,"31-35","no","yes",1,0
"2187",31845,"F",12,"1",147,12,"18-25","no","no",1,0
"2191",31889,"F",14,"10",26.1,62,"26-30","no","yes",1,1
"2197",31916,"F",30,"7",30.4285714285714,60,"31-35","no","yes",1,0
"2201",31925,"M",10,"1",112,10,"26-30","no","no",1,0
"2205",31967,"M",4,"8",43.625,32,"31-35","no","yes",1,1
"2207",31987,"F",16,"2",45.5,18,"26-30","no","yes",1,1
"2208",31994,"M",8,"8",31.625,30,"31-35","yes","yes",1,0
"2214",32045,"M",14,"2",160.5,20,"18-25","no","yes",1,0
"2215",32065,"F",10,"5",19.6,26,"26-30","no","yes",1,1
"2216",32082,"F",4,"5",25,20,"36-40","yes","no",1,0
"2217",32089,"F",20,"2",135.5,24,"18-25","no","yes",1,0
"2221",32122,"M",10,"2",161.5,16,"26-30","no","no",1,0
"2222",32138,"M",6,"1",118,6,"26-30","no","no",1,0
"2226",32202,"F",10,"2",94.5,12,"26-30","no","yes",1,0
"2230",32239,"F",14,"1",207,14,"18-25","no","no",1,0
"2231",32253,"F",20,"1",93,20,"26-30","no","no",1,0
"2232",32276,"F",8,"1",248,8,"18-25","no","no",1,0
"2233",32280,"F",2,"1",53,2,"18-25","no","no",1,0
"2234",32295,"F",24,"1",271,24,"26-30","no","no",1,0
"2235",32316,"F",30,"7",30.5714285714286,54,"26-30","yes","yes",1,1
"2237",32336,"M",8,"2",147.5,16,"18-25","no","yes",1,0
"2244",32421,"F",12,"1",164,12,"18-25","no","no",1,0
"2246",32457,"F",10,"11",34.3636363636364,40,"36-40","no","yes",1,0
"2247",32465,"M",6,"6",30.8333333333333,18,"31-35","yes","no",1,0
"2249",32482,"M",8,"5",61.8,22,"26-30","yes","no",1,0
"2250",32487,"F",26,"4",83,48,"18-25","no","no",1,0
"2256",32576,"F",28,"1",32,28,"18-25","no","no",1,0
"2257",32603,"M",24,"2",45.5,32,"18-25","no","no",1,0
"2258",32605,"F",10,"2",47.5,16,"18-25","no","yes",1,0
"2259",32628,"F",16,"2",62.5,20,"18-25","no","yes",1,0
"2260",32630,"M",22,"2",40,26,"18-25","no","no",1,0
"2262",32649,"F",10,"10",42.9,38,"41-45","no","yes",1,1
"2263",32657,"M",20,"9",39.8888888888889,72,"18-25","yes","yes",1,0
"2264",32702,"F",10,"2",159,14,"26-30","no","yes",1,0
"2265",32709,"M",12,"1",41,12,"18-25","yes","no",1,0
"2266",32712,"M",8,"2",108,16,"18-25","no","no",1,0
"2267",32714,"F",20,"1",206,20,"26-30","no","no",1,0
"2268",32730,"F",26,"5",72.6,44,"26-30","yes","yes",1,0
"2269",32731,"F",10,"1",40,10,"18-25","no","yes",1,0
"2271",32744,"M",12,"1",74,12,"26-30","no","no",1,0
"2272",32747,"M",18,"1",275,18,"26-30","no","no",1,0
"2274",32771,"F",20,"2",137.5,22,"26-30","no","yes",1,1
"2275",32774,"M",22,"2",113,24,"26-30","yes","no",1,0
"2276",32792,"F",14,"2",89.5,20,"18-25","yes","no",1,0
"2277",32801,"F",6,"8",19.875,38,"18-25","no","yes",1,0
"2281",32855,"F",12,"12",25.9166666666667,62,"18-25","yes","yes",1,1
"2282",32856,"F",16,"1",170,16,"18-25","no","no",1,0
"2287",32916,"M",2,"1",84,2,"18-25","no","no",1,0
"2290",32951,"M",6,"1",251,6,"18-25","no","no",1,0
"2294",33036,"F",10,"3",39,24,"18-25","yes","yes",1,0
"2295",33044,"F",2,"5",19.2,16,"26-30","no","yes",1,0
"2296",33058,"F",6,"2",119.5,10,"18-25","yes","yes",1,0
"2297",33059,"F",2,"11",22.8181818181818,30,"36-40","yes","yes",1,0
"2298",33061,"F",28,"4",85.5,38,"36-40","no","yes",1,0
"2300",33111,"M",16,"1",24,16,"18-25","no","no",1,0
"2301",33145,"F",10,"9",17.4444444444444,42,"31-35","yes","yes",1,0
"2304",33163,"F",12,"1",68,12,"18-25","no","yes",1,0
"2305",33166,"M",2,"1",232,2,"18-25","no","yes",1,0
"2306",33168,"M",12,"2",115.5,16,"18-25","no","yes",1,0
"2308",33191,"F",10,"9",20.2222222222222,36,"31-35","yes","yes",1,0
"2309",33225,"F",2,"1",16,2,"18-25","no","yes",1,0
"2311",33239,"F",10,"1",305,10,"18-25","no","no",1,0
"2312",33260,"F",30,"2",123.5,38,"26-30","no","yes",1,0
"2316",33291,"F",6,"2",155,14,"18-25","no","yes",1,0
"2320",33327,"M",18,"7",15.2857142857143,48,"31-35","no","yes",1,0
"2323",33357,"F",8,"8",47,50,"36-40","yes","yes",1,0
"2332",33449,"F",12,"2",105.5,18,"18-25","no","no",1,0
"2333",33457,"M",16,"2",100.5,22,"18-25","yes","no",1,0
"2336",33470,"F",12,"2",132.5,16,"26-30","no","no",1,0
"2337",33494,"F",8,"5",36.6,34,"36-40","yes","no",1,0
"2338",33505,"M",10,"4",44.25,26,"31-35","no","no",1,0
"2343",33573,"F",2,"6",23.3333333333333,28,"26-30","yes","yes",1,0
"2344",33582,"F",16,"2",23,20,"26-30","no","no",1,0
"2345",33589,"F",10,"6",63.3333333333333,36,"26-30","yes","yes",1,0
"2347",33606,"F",36,"4",85.75,46,"18-25","no","no",1,0
"2349",33617,"F",16,"6",42,28,"36-40","yes","no",1,0
"2351",33630,"M",10,"2",113.5,18,"18-25","no","yes",1,0
"2352",33638,"F",12,"7",49.8571428571429,46,"41-45","no","yes",1,1
"2355",33687,"F",30,"2",162.5,32,"18-25","no","yes",1,0
"2356",33696,"F",32,"2",36.5,40,"18-25","no","no",1,0
"2360",33736,"F",16,"1",67,16,"18-25","no","no",1,0
"2362",33760,"F",12,"8",51,34,"26-30","no","yes",1,1
"2364",33778,"F",12,"1",244,12,"18-25","no","no",1,0
"2365",33794,"M",10,"6",47,26,"26-30","yes","yes",1,0
"2366",33799,"F",4,"9",15.5555555555556,50,"36-40","yes","yes",1,0
"2367",33800,"F",4,"1",22,4,"18-25","no","no",1,0
"2368",33801,"F",12,"3",41.6666666666667,24,"26-30","no","no",1,0
"2374",33848,"F",10,"1",274,10,"18-25","no","no",1,0
"2376",33875,"F",4,"1",144,4,"18-25","no","yes",1,0
"2378",33885,"F",26,"7",16.5714285714286,60,"31-35","yes","no",1,0
"2379",33889,"F",8,"2",124.5,14,"26-30","no","no",1,0
"2380",33906,"M",6,"1",170,6,"26-30","no","no",1,0
"2384",33968,"M",16,"1",221,16,"18-25","no","yes",1,0
"2388",34004,"F",10,"2",89,16,"31-35","no","no",1,0
"2390",34027,"M",10,"1",291,10,"18-25","no","yes",1,0
"2392",34037,"F",14,"2",64.5,22,"18-25","no","yes",1,0
"2396",34087,"F",10,"2",33.5,16,"18-25","no","yes",1,0
"2398",34105,"F",14,"9",24.5555555555556,60,"18-25","yes","yes",1,0
"2399",34112,"F",32,"6",29.3333333333333,68,"18-25","no","yes",1,1
"2400",34120,"F",16,"8",19.5,46,"36-40","yes","yes",1,1
"2402",34131,"F",8,"12",39.3333333333333,66,"36-40","yes","yes",1,0
"2403",34140,"F",2,"1",16,2,"18-25","yes","no",1,0
"2412",34194,"F",8,"3",30.3333333333333,18,"26-30","no","no",1,0
"2415",34262,"F",30,"7",42.2857142857143,62,"18-25","no","yes",1,0
"2418",34292,"F",16,"11",35.2727272727273,70,"18-25","yes","yes",1,0
"2419",34313,"M",30,"2",55,32,"18-25","no","no",1,0
"2420",34322,"F",4,"2",61,12,"18-25","yes","yes",1,0
"2422",34343,"F",2,"2",129.5,6,"18-25","yes","no",1,0
"2423",34350,"M",4,"2",124,8,"18-25","no","yes",1,0
"2424",34366,"F",12,"10",32.6,62,"41-45","yes","yes",1,1
"2430",34430,"F",34,"4",19.25,48,"18-25","no","yes",1,0
"2431",34434,"F",12,"2",144,16,"18-25","yes","no",1,0
"2432",34435,"M",4,"9",17.2222222222222,22,"26-30","yes","yes",1,1
"2433",34442,"F",6,"1",193,6,"18-25","no","no",1,0
"2435",34459,"M",8,"1",204,8,"18-25","no","yes",1,0
"2438",34477,"F",8,"2",34,12,"18-25","no","yes",1,0
"2442",34538,"F",12,"1",119,12,"26-30","no","no",1,0
"2444",34574,"F",16,"5",74.8,36,"26-30","no","yes",1,0
"2447",34597,"M",32,"1",28,32,"18-25","no","no",1,0
"2449",34612,"F",24,"1",236,24,"26-30","no","no",1,0
"2451",34621,"F",10,"9",17.8888888888889,30,"31-35","yes","yes",1,0
"2452",34654,"M",30,"2",105.5,34,"26-30","no","no",1,0
"2453",34661,"F",28,"3",86.3333333333333,38,"18-25","no","yes",1,0
"2461",34722,"F",10,"1",212,10,"18-25","no","no",1,0
"2463",34728,"F",16,"1",303,16,"18-25","no","no",1,0
"2464",34752,"F",8,"1",73,8,"18-25","no","no",1,0
"2465",34762,"F",8,"2",128.5,16,"26-30","no","no",1,0
"2469",34787,"F",24,"8",23.125,48,"26-30","yes","yes",1,0
"2472",34798,"F",8,"7",47.2857142857143,32,"18-25","no","no",1,0
"2475",34818,"F",10,"10",41,48,"36-40","no","yes",1,0
"2476",34819,"F",10,"1",182,10,"18-25","no","no",1,0
"2478",34831,"F",16,"2",122.5,22,"18-25","no","yes",1,0
"2479",34834,"M",14,"5",36.8,24,"36-40","no","no",1,0
"2481",34839,"M",8,"2",145.5,12,"18-25","yes","yes",1,1
"2482",34849,"M",36,"1",275,36,"18-25","no","yes",1,0
"2483",34853,"M",28,"6",28.3333333333333,60,"26-30","no","yes",1,0
"2484",34855,"F",18,"1",270,18,"26-30","no","no",1,0
"2485",34862,"F",16,"5",17,40,"26-30","no","yes",1,1
"2487",34884,"F",4,"1",160,4,"26-30","no","no",1,0
"2490",34915,"M",36,"5",70.4,48,"26-30","yes","no",1,0
"2492",34926,"M",4,"1",80,4,"18-25","yes","no",1,0
"2495",34949,"M",8,"8",21.5,52,"26-30","yes","no",1,0
"2497",34955,"F",4,"1",291,4,"18-25","no","no",1,0
"2499",34963,"M",34,"2",85,40,"26-30","no","no",1,0
"2500",34976,"F",34,"1",126,34,"18-25","no","no",1,0
