acctnum,gender,R,F,M,firstpur,age_class,single,student,mailing,respmail
53764,1,32,2,45,34,0,0,0,1,0
53779,0,16,2,156.5,22,0,1,0,1,0
53788,0,10,1,209,10,1,0,0,1,0
53803,0,32,1,288,32,0,0,0,1,0
53826,0,10,6,41.6666666666667,44,1,1,1,1,1
53828,0,10,2,134,16,1,0,0,1,0
53834,1,16,1,84,16,0,0,1,1,0
53844,0,8,3,41,24,0,1,0,1,0
53852,1,12,1,215,12,0,0,1,1,0
53861,1,12,6,15.1666666666667,34,1,1,0,1,0
53863,0,16,2,135,20,0,0,1,1,0
53870,1,16,2,161,22,1,0,1,1,0
53883,0,16,1,134,16,1,0,0,1,0
53889,1,26,1,81,26,1,0,0,1,0
53890,1,10,9,41.3333333333333,54,3,1,1,1,1
53900,0,12,9,28.7777777777778,64,2,1,0,1,0
53922,1,12,7,32.5714285714286,30,0,1,1,1,0
53963,1,16,11,25.1818181818182,42,1,1,1,1,0
53973,1,34,2,149,42,0,0,1,1,0
53974,1,4,1,39,4,0,1,0,1,0
53981,0,10,2,88.5,16,0,1,0,1,0
53989,0,14,2,53,22,0,1,0,1,0
53990,0,12,11,26.5454545454545,38,3,1,1,1,0
53993,0,18,2,153.5,22,1,0,0,1,0
53998,1,4,5,19.6,20,1,0,0,1,0
54003,1,12,1,153,12,1,0,0,1,0
54019,0,12,2,42.5,16,0,0,0,1,0
54030,0,10,10,40.7,52,2,1,1,1,1
54049,0,4,5,56.6,26,1,1,1,1,0
54084,1,12,9,28.7777777777778,42,3,1,1,1,1
54106,0,14,1,43,14,1,0,0,1,0
54129,0,16,6,28.3333333333333,38,1,0,1,1,0
54130,1,10,7,44.4285714285714,48,0,0,0,1,0
54144,0,36,2,23,38,0,0,0,1,0
54146,0,24,6,17.3333333333333,46,2,1,1,1,0
54181,1,2,2,117,4,0,0,1,1,0
54216,0,16,2,70,20,1,1,0,1,0
54234,0,2,2,137,10,1,0,0,1,0
54242,0,14,11,25.2727272727273,78,2,1,1,1,0
54243,0,36,1,77,36,0,0,0,1,0
54262,0,6,6,39,34,1,1,1,1,0
54283,0,12,7,47.8571428571429,50,0,1,1,1,0
54284,1,12,2,44,16,1,1,0,1,0
54292,0,14,6,53.5,32,0,0,1,1,0
54293,1,14,2,56,20,0,1,1,1,0
54295,0,16,7,36.7142857142857,46,0,1,1,1,0
54304,0,2,7,25.4285714285714,42,0,1,1,1,0
54316,0,34,2,115,36,0,0,1,1,0
54328,1,14,1,298,14,0,0,0,1,0
54335,0,6,3,84,18,1,0,0,1,0
54341,1,6,4,87.75,14,0,0,1,1,0
54362,0,10,2,153.5,18,1,0,0,1,0
54376,1,10,1,76,10,0,0,1,1,0
54396,0,6,7,38.2857142857143,28,1,1,1,1,1
54404,0,12,4,52.75,20,1,0,1,1,1
54423,1,16,4,36.25,38,2,1,0,1,0
54440,0,8,2,58,16,0,0,1,1,0
54467,0,16,1,199,16,0,0,0,1,0
54476,0,2,7,23.2857142857143,20,3,1,0,1,0
54482,0,16,9,37.3333333333333,46,2,1,0,1,0
54491,1,14,1,241,14,1,0,0,1,0
54508,0,12,6,24.8333333333333,24,1,1,1,1,0
54509,1,6,2,74,8,0,0,1,1,0
54519,0,6,1,33,6,0,0,0,1,0
54522,0,10,2,93,18,1,0,0,1,0
54523,1,34,7,32.8571428571429,66,0,1,1,1,0
54543,1,36,1,242,36,0,0,0,1,0
54563,0,10,2,68.5,18,0,0,0,1,0
54570,0,4,2,59.5,12,0,0,0,1,0
54573,0,16,2,95,22,0,0,1,1,0
54600,0,10,1,67,10,0,1,0,1,0
54616,0,10,2,43.5,14,0,0,1,1,1
54621,0,8,1,148,8,0,0,0,1,0
54622,0,10,10,30.2,58,2,1,1,1,1
54624,0,16,12,29.4166666666667,44,1,1,1,1,1
54632,1,6,6,26.6666666666667,18,1,1,1,1,0
54645,0,14,2,154,16,0,1,1,1,0
54658,0,8,2,63.5,16,0,0,1,1,0
54662,0,14,2,53.5,18,1,0,1,1,1
54679,1,14,2,117,20,1,0,0,1,0
54701,0,10,2,70,14,0,0,0,1,0
54723,0,10,2,98,18,1,0,1,1,0
54726,1,6,12,28.0833333333333,38,2,1,1,1,1
54728,0,22,1,250,22,1,0,0,1,0
54741,1,10,8,21.25,56,2,1,1,1,1
54747,0,2,1,174,2,1,0,0,1,0
54756,0,12,2,23,20,0,0,1,1,0
54763,0,14,2,72.5,22,0,0,0,1,0
54788,1,8,2,98,12,0,1,0,1,0
54792,0,8,1,94,8,1,0,0,1,0
54817,1,2,1,174,2,1,0,0,1,0
54843,0,8,2,35,10,0,1,0,1,0
54846,0,26,1,90,26,0,0,1,1,0
54858,0,10,9,47.1111111111111,48,3,1,1,1,0
54889,0,20,1,47,20,1,0,0,1,0
54891,1,22,2,20.5,30,2,0,0,1,0
54900,0,8,9,39,28,1,1,1,1,0
54911,1,2,2,118,10,1,0,1,1,1
54930,0,2,2,138,4,0,0,0,1,0
54934,1,8,6,56,20,2,0,1,1,1
54959,1,14,5,40.4,26,2,0,1,1,1
54960,0,22,1,22,22,0,0,0,1,0
54968,1,14,4,25.25,22,1,1,1,1,0
54991,0,14,2,65.5,18,0,0,0,1,0
54997,1,14,1,211,14,0,0,0,1,0
54998,0,8,1,167,8,0,0,1,1,0
55008,0,10,3,74.3333333333333,22,0,0,1,1,1
55025,0,16,1,234,16,1,0,0,1,0
55033,0,2,1,156,2,0,0,0,1,0
55047,0,10,2,146.5,16,1,0,0,1,0
55060,0,4,2,110,8,0,0,1,1,0
55089,0,6,2,78.5,10,1,0,0,1,0
55094,0,16,12,23.5833333333333,50,2,1,1,1,0
55107,0,16,7,50.5714285714286,38,2,0,0,1,0
55108,0,2,6,26.8333333333333,30,0,0,1,1,0
55117,0,12,2,23,18,0,0,0,1,0
55128,0,16,7,28.2857142857143,56,1,0,1,1,1
55130,0,2,2,57.5,6,0,0,1,1,0
55140,1,10,9,17.1111111111111,56,3,1,1,1,1
55143,1,12,2,42,16,0,1,0,1,0
55145,0,8,7,50.4285714285714,26,4,0,1,1,0
55152,1,10,2,43,16,1,0,0,1,0
55156,0,8,2,103.5,14,0,0,1,1,0
55163,0,14,2,154.5,16,0,1,0,1,0
55176,0,8,2,107,12,1,0,0,1,0
55188,0,14,7,30.4285714285714,30,0,0,1,1,0
55199,0,14,1,134,14,0,0,0,1,0
55204,1,10,2,159,18,1,0,0,1,0
55219,1,16,2,107.5,24,2,0,0,1,0
55228,1,4,1,147,4,0,0,0,1,0
55233,0,10,1,124,10,0,0,0,1,0
55234,0,12,10,20.9,52,3,0,1,1,1
55241,0,16,5,49.4,42,1,1,1,1,0
55243,0,16,2,29.5,22,0,0,1,1,0
55249,0,6,3,104.666666666667,18,2,0,0,1,0
55256,0,6,1,31,6,0,1,0,1,0
55258,0,8,7,37,32,0,1,1,1,1
55265,1,24,2,136.5,26,0,0,0,1,0
55274,0,12,11,34.0909090909091,38,1,0,1,1,0
55282,1,10,5,41.4,28,0,0,1,1,1
55283,0,2,9,19,40,4,1,1,1,0
55287,0,14,5,41.4,40,0,1,1,1,0
55306,1,8,8,22.875,42,1,1,0,1,0
55325,0,18,2,48,20,0,0,0,1,0
55332,0,10,1,196,10,0,0,0,1,0
55340,1,4,12,29.1666666666667,56,4,0,1,1,0
55356,1,6,1,25,6,0,0,0,1,0
55372,0,6,12,22.1666666666667,74,2,1,1,1,0
55373,0,22,2,75,30,1,0,0,1,0
55383,0,14,2,125.5,20,1,1,0,1,0
55427,0,22,1,155,22,0,0,1,1,0
55430,0,8,1,49,8,0,0,1,1,0
55432,1,10,2,66,14,0,0,1,1,0
55445,0,10,9,21.6666666666667,44,1,1,1,1,1
55460,0,12,6,47.8333333333333,40,3,1,0,1,0
55471,0,16,1,308,16,0,0,0,1,0
55472,0,8,2,78,12,2,0,0,1,0
55477,0,34,8,33.5,54,1,1,1,1,0
55482,1,4,11,27.3636363636364,46,2,1,1,1,0
55486,0,10,6,61.1666666666667,42,1,0,1,1,0
55488,0,12,6,57.3333333333333,36,0,0,1,1,0
55495,1,32,1,128,32,0,0,1,1,0
55501,0,28,1,226,28,1,0,0,1,0
55510,0,12,9,25.1111111111111,60,3,1,1,1,0
55517,0,18,2,42.5,20,0,0,1,1,1
55533,0,14,3,65.6666666666667,30,0,0,1,1,0
55547,0,4,1,215,4,0,0,0,1,0
55549,0,14,1,305,14,0,0,0,1,0
55550,0,32,10,33,88,3,0,1,1,1
55568,0,12,9,28.5555555555556,62,2,1,1,1,1
55571,0,12,2,127.5,14,0,0,1,1,0
55589,1,22,3,49.6666666666667,28,1,1,1,1,0
55604,1,14,2,15.5,22,0,0,1,1,0
55630,0,10,1,163,10,0,0,1,1,0
55637,0,34,2,65,40,1,0,0,1,0
55643,0,28,2,75.5,32,1,1,0,1,0
55657,0,2,1,104,2,0,0,0,1,0
55671,0,28,2,100,32,1,0,1,1,0
55676,1,8,1,89,8,0,0,0,1,0
55695,1,14,8,18.5,50,2,0,1,1,1
55700,0,10,2,99.5,16,1,0,0,1,0
55705,1,34,1,204,34,1,0,0,1,0
55713,1,4,2,49,10,0,0,0,1,0
55722,0,30,2,164,34,2,0,0,1,0
55723,0,14,1,313,14,0,1,0,1,0
55727,1,14,1,245,14,0,0,1,1,0
55747,0,14,2,125,18,0,0,1,1,0
55748,0,2,2,129,8,0,0,1,1,0
55762,0,14,4,28.75,28,0,0,0,1,0
55809,0,18,10,16.5,46,2,1,1,1,0
55820,0,14,10,43.9,38,1,1,1,1,0
55822,0,8,5,15,22,1,0,1,1,0
55826,0,2,1,45,2,0,0,0,1,0
55827,0,26,3,26,36,1,1,0,1,0
55829,0,22,2,25.5,28,1,0,0,1,0
55836,0,10,2,116.5,12,0,1,0,1,0
55861,0,2,5,51.4,22,1,1,1,1,0
55863,1,30,1,213,30,0,0,0,1,0
55887,0,16,1,240,16,1,0,0,1,0
55891,0,8,1,20,8,0,0,1,1,0
55899,0,8,2,114,10,0,1,1,1,1
55901,0,16,10,31,64,4,0,1,1,0
55906,1,16,6,53.8333333333333,42,1,0,1,1,0
55914,0,6,4,42.25,16,0,1,1,1,0
55921,1,14,8,51.25,58,2,1,1,1,0
55922,0,12,1,155,12,0,0,0,1,0
55926,0,2,1,31,2,1,0,0,1,0
55927,1,20,2,78,24,0,1,0,1,0
55956,0,14,1,145,14,0,0,0,1,0
55962,1,2,12,35.5,36,1,0,1,1,1
55967,0,16,2,127,22,1,0,1,1,0
55975,0,12,2,103.5,20,2,0,0,1,0
55977,1,34,11,33.3636363636364,70,4,0,1,1,0
55978,1,16,9,26.4444444444444,70,1,1,1,1,1
55982,0,14,11,25.3636363636364,50,1,1,1,1,0
56001,0,24,1,57,24,0,0,0,1,0
56018,0,10,8,35.25,50,0,1,1,1,0
56031,0,10,9,46.2222222222222,52,1,1,1,1,0
56039,0,16,1,136,16,0,0,0,1,0
56040,0,6,1,267,6,0,0,0,1,0
56043,0,34,12,23.25,99,1,1,1,1,0
56044,1,14,12,27.0833333333333,76,4,1,0,1,0
56055,0,4,7,34.2857142857143,26,2,0,1,1,0
56060,0,28,1,145,28,1,0,0,1,0
56062,0,28,2,26.5,34,0,1,0,1,0
56071,1,16,2,69,18,2,0,0,1,0
56075,0,6,1,81,6,0,0,0,1,0
56076,0,26,1,288,26,0,0,1,1,0
56078,0,14,10,20.5,66,5,1,1,1,0
56085,0,16,2,109,22,0,0,1,1,0
56089,1,2,1,57,2,0,0,0,1,0
56106,0,12,1,247,12,0,0,0,1,0
56118,1,32,4,43.25,52,0,1,1,1,0
56127,0,10,10,36.2,58,1,1,1,1,0
56158,0,16,1,279,16,0,0,1,1,0
56178,0,18,1,98,18,0,0,1,1,0
56183,1,28,10,24.4,70,4,0,1,1,1
56184,0,2,7,19.7142857142857,16,0,1,1,1,0
56196,0,2,1,137,2,0,0,1,1,0
56197,0,8,2,57.5,10,2,0,0,1,0
56207,1,14,11,35.6363636363636,62,0,1,1,1,1
56217,1,10,2,73.5,14,1,0,0,1,0
56218,1,10,5,60.4,22,0,0,1,1,0
56222,0,12,8,44.625,36,2,1,1,1,0
56240,0,12,2,73.5,20,0,0,1,1,0
56243,0,12,1,99,12,0,0,1,1,0
56245,0,4,12,21.75,66,2,0,1,1,0
56256,1,12,12,26.3333333333333,52,5,1,1,1,0
56263,1,34,11,20.5454545454545,88,3,0,1,1,0
56264,0,30,8,26,48,2,1,1,1,1
56279,0,6,2,55.5,10,0,0,1,1,0
56281,1,16,1,94,16,1,0,0,1,0
56300,0,6,2,24.5,8,0,0,0,1,0
56321,1,16,1,236,16,0,0,0,1,0
56327,1,2,1,70,2,0,0,0,1,0
56332,1,14,1,45,14,1,0,0,1,0
56345,0,10,6,37.1666666666667,36,0,0,1,1,1
56346,1,16,1,15,16,0,0,0,1,0
56362,0,2,4,62,10,1,0,1,1,1
56364,1,8,10,39.7,50,2,1,1,1,0
56381,0,6,10,28.8,40,2,1,1,1,1
56387,1,14,1,136,14,0,0,1,1,0
56388,0,10,4,80.5,28,1,0,0,1,0
56400,1,8,12,33.5,36,3,0,1,1,1
56421,1,6,10,25.8,32,0,1,1,1,0
56424,1,4,2,115.5,6,0,0,1,1,0
56436,0,26,1,70,26,1,0,0,1,0
56437,0,14,7,19.5714285714286,38,2,1,1,1,1
56440,0,2,3,36.3333333333333,16,0,0,0,1,0
56441,1,12,2,117.5,16,0,0,1,1,0
56444,0,12,5,23.2,32,1,0,0,1,0
56476,0,14,8,18.875,52,2,1,1,1,0
56477,0,4,9,19.3333333333333,44,3,0,1,1,0
56478,0,18,1,260,18,1,0,0,1,0
56502,1,6,3,36.3333333333333,14,0,1,0,1,0
56506,1,10,1,242,10,0,0,0,1,0
56541,0,20,1,121,20,0,0,0,1,0
56547,0,8,2,75,10,2,0,0,1,0
56550,0,22,3,20.3333333333333,30,1,1,0,1,0
56555,0,4,1,96,4,0,0,1,1,0
56556,0,6,1,288,6,0,0,0,1,0
56568,0,16,2,157,20,0,0,1,1,0
56573,1,10,2,65.5,14,1,1,0,1,0
56582,0,14,1,249,14,0,0,0,1,0
56586,1,16,8,28.75,50,0,1,1,1,1
56598,0,4,1,209,4,1,0,0,1,0
56606,1,14,2,145.5,22,0,0,1,1,1
56626,0,12,1,197,12,0,0,1,1,0
56627,1,26,10,39.5,50,3,1,1,1,0
56660,1,12,2,148.5,14,2,0,0,1,0
56689,0,4,3,42.6666666666667,12,1,0,0,1,0
56696,0,10,11,21.5454545454545,34,3,1,1,1,0
56702,0,10,3,71.3333333333333,18,2,0,1,1,0
56705,1,6,6,58.6666666666667,38,4,0,0,1,0
56712,0,36,3,62.3333333333333,52,1,1,0,1,0
56726,0,10,5,41,20,2,1,0,1,0
56742,1,16,12,34.25,72,2,1,1,1,0
56744,1,14,2,50.5,20,0,0,0,1,0
56757,0,18,1,94,18,0,0,1,1,0
56843,1,16,4,36.75,28,1,1,1,1,0
56846,0,16,1,114,16,0,1,0,1,0
56856,1,12,1,221,12,0,0,0,1,0
56879,0,14,8,30.875,40,3,0,1,1,0
56890,0,32,1,76,32,0,0,0,1,0
56895,1,10,1,198,10,0,1,0,1,0
56897,0,34,5,17.4,60,1,0,1,1,0
56909,0,10,10,39.3,54,1,0,1,1,0
56916,0,14,1,286,14,0,0,0,1,0
56918,1,14,2,23,18,0,0,0,1,0
56924,1,12,1,205,12,0,0,1,1,0
56925,1,2,1,112,2,1,0,0,1,0
56934,0,2,1,124,2,0,1,0,1,0
56939,1,12,2,114,18,0,0,0,1,0
56993,1,10,2,157,12,0,1,0,1,0
57007,0,36,1,211,36,0,0,0,1,0
57023,1,14,1,283,14,0,0,1,1,0
57028,1,6,2,53.5,12,0,0,1,1,0
57030,1,34,1,111,34,0,0,0,1,0
57038,0,22,2,60,24,0,1,0,1,0
57047,0,6,5,18.6,28,2,0,1,1,1
57049,1,16,1,139,16,0,1,0,1,0
57076,0,4,2,81.5,10,1,1,0,1,0
57087,0,16,3,78,26,0,0,0,1,0
57090,1,14,4,25.25,36,0,1,1,1,0
57108,1,12,2,66,14,0,1,0,1,0
57126,1,10,2,60,12,0,1,0,1,0
57144,0,12,11,37.4545454545455,58,3,0,1,1,1
57150,1,6,7,38.5714285714286,20,0,1,1,1,0
57172,0,6,2,52,12,0,0,1,1,1
57179,0,12,1,261,12,0,0,0,1,0
57186,1,12,2,143.5,16,0,0,1,1,0
57203,1,8,8,32.375,50,1,1,1,1,0
57207,0,12,1,106,12,0,0,0,1,0
57215,0,26,4,65.25,36,1,0,1,1,0
57218,0,12,10,19.6,64,0,1,1,1,0
57219,1,16,1,306,16,0,0,1,1,0
57226,0,16,2,103.5,24,1,0,0,1,0
57233,0,16,1,130,16,0,0,1,1,0
57234,0,34,2,36,38,1,0,0,1,0
57236,0,2,11,27.3636363636364,36,3,1,1,1,1
57237,1,14,1,150,14,0,0,0,1,0
57238,0,12,1,236,12,0,0,0,1,0
57243,0,4,1,264,4,1,0,0,1,0
57251,1,14,9,30.6666666666667,44,2,1,1,1,0
57252,1,32,2,88.5,40,0,0,1,1,1
57269,0,14,1,68,14,0,0,1,1,0
57270,1,22,2,101,24,1,0,0,1,0
57272,1,16,5,52.4,26,1,0,1,1,0
57274,0,12,2,48,16,1,0,1,1,0
57284,1,26,12,16.0833333333333,52,2,1,1,1,0
57312,0,16,1,239,16,1,0,0,1,0
57320,1,10,2,37.5,14,0,0,1,1,0
57328,1,16,1,34,16,0,0,0,1,0
57335,0,12,1,252,12,0,0,0,1,0
57364,0,16,2,120.5,22,1,0,1,1,0
57376,0,28,2,143,36,0,0,1,1,0
57388,1,6,11,36.6363636363636,60,2,1,1,1,0
57398,1,32,6,20.6666666666667,60,1,0,1,1,0
57407,1,12,5,47.2,30,1,1,1,1,0
57410,1,6,3,26.6666666666667,24,1,0,1,1,0
57411,1,16,2,58.5,22,0,0,1,1,0
57422,0,22,9,41,54,2,1,0,1,0
57430,0,10,3,106,24,0,0,0,1,0
57432,0,14,1,288,14,0,0,1,1,0
57438,0,12,1,124,12,0,0,0,1,0
57441,0,16,2,51,22,0,0,0,1,0
57449,0,12,1,168,12,0,0,0,1,0
57485,0,10,2,164,14,0,0,1,1,0
57491,0,6,1,91,6,0,0,0,1,0
57499,0,10,1,284,10,0,0,1,1,0
57504,0,16,6,40.1666666666667,34,1,1,1,1,1
57522,0,16,1,233,16,1,0,0,1,0
57525,0,12,2,130.5,14,1,0,0,1,0
57526,1,2,2,138,10,0,0,0,1,0
57535,0,8,1,279,8,1,0,0,1,0
57548,0,14,1,95,14,1,0,0,1,0
57549,0,30,1,291,30,0,0,0,1,0
57555,0,22,1,307,22,0,0,0,1,0
57574,0,2,1,179,2,1,0,0,1,0
57581,1,10,1,306,10,1,0,0,1,0
57584,0,16,4,31,32,2,0,1,1,0
57588,0,12,1,96,12,0,0,1,1,0
57603,0,12,6,27.1666666666667,30,3,1,0,1,0
57610,1,8,4,83,26,1,0,1,1,0
57615,0,16,12,27.1666666666667,64,3,1,1,1,1
57626,0,24,2,143,28,0,0,1,1,0
57627,0,34,7,30,74,0,0,1,1,0
57638,0,30,9,43.5555555555556,70,4,0,1,1,0
57651,0,2,2,34,8,2,0,0,1,0
57658,0,2,11,24.3636363636364,28,2,1,1,1,0
57667,0,10,5,22.8,32,2,0,1,1,0
57730,1,16,1,261,16,0,0,1,1,0
57732,1,12,4,59.75,30,0,1,1,1,0
57778,0,8,3,31.3333333333333,22,1,0,0,1,0
57787,0,20,2,118,26,0,0,0,1,0
57815,0,10,1,146,10,0,0,0,1,0
57831,1,4,10,16.8,40,5,0,0,1,0
57856,0,12,2,155,18,0,0,1,1,0
57862,0,8,6,55.1666666666667,22,1,1,1,1,0
57865,0,22,2,154.5,26,0,0,1,1,0
57892,1,22,5,42.8,50,0,1,1,1,0
57901,0,14,1,41,14,0,0,0,1,0
57905,0,14,1,76,14,1,0,0,1,0
57908,0,14,2,93,18,0,0,1,1,0
57918,0,8,11,31.1818181818182,72,2,1,1,1,0
57935,0,10,1,144,10,1,0,0,1,0
57943,0,16,2,91.5,18,1,1,0,1,0
57952,0,10,2,26.5,16,0,0,1,1,0
57954,0,4,9,43.3333333333333,56,3,1,1,1,1
57956,0,16,6,16.5,40,1,0,1,1,0
57958,0,16,10,39.8,68,1,1,1,1,1
57960,0,2,1,28,2,0,0,0,1,0
57963,0,12,2,124.5,16,1,0,0,1,0
57968,0,16,5,31.6,40,1,1,1,1,0
57994,0,34,8,35.875,70,3,1,1,1,0
58023,0,16,2,20,20,0,1,0,1,0
58029,0,24,1,104,24,0,1,0,1,0
58038,0,10,1,165,10,0,0,1,1,0
58042,0,12,2,92,20,0,0,1,1,0
58071,0,12,1,88,12,1,0,0,1,0
58073,0,14,1,240,14,0,0,0,1,0
58083,1,14,7,18.4285714285714,34,3,0,1,1,1
58093,0,32,2,73.5,36,0,0,0,1,0
58118,1,6,1,150,6,0,1,0,1,0
58127,0,12,1,43,12,0,0,1,1,0
58134,1,22,2,23.5,26,0,0,0,1,0
58147,0,8,2,157,10,0,0,1,1,0
58150,0,30,9,33,60,4,0,1,1,0
58158,1,10,2,55,16,0,0,0,1,0
58161,0,8,10,22.4,68,1,1,1,1,1
58162,0,10,10,35,38,3,0,1,1,0
58184,0,22,1,149,22,0,1,0,1,0
58192,0,4,3,28,12,0,1,0,1,0
58202,0,18,2,87,20,0,0,0,1,0
58211,0,18,11,19.0909090909091,70,4,1,1,1,1
58213,0,30,10,35.4,66,3,1,1,1,1
58233,0,8,10,44,42,2,0,1,1,0
58234,1,10,12,39.3333333333333,36,4,1,0,1,0
58244,0,12,8,49,32,1,0,1,1,0
58271,0,16,2,45,20,0,1,0,1,0
58280,1,4,2,163.5,8,0,0,0,1,0
58297,0,2,6,39.3333333333333,20,2,0,1,1,0
58298,0,10,7,49,36,2,0,0,1,0
58306,0,12,1,34,12,0,0,0,1,0
58366,0,8,2,134.5,10,0,0,0,1,0
58369,0,4,4,60.5,24,0,0,1,1,0
58382,0,14,8,24.125,46,2,0,1,1,0
58393,0,16,4,43.25,38,0,1,1,1,0
58401,0,16,10,33.8,66,4,1,1,1,1
58402,0,8,2,33,12,0,0,1,1,0
58408,0,10,5,51.8,28,0,1,0,1,0
58433,1,14,10,41.8,40,1,0,1,1,0
58438,0,4,1,278,4,0,0,0,1,0
58452,0,16,2,26,18,0,1,0,1,0
58456,0,26,1,162,26,0,0,1,1,0
58463,0,14,3,103,22,0,0,0,1,0
58464,0,4,4,35,20,0,1,1,1,0
58465,0,8,2,82.5,10,0,0,1,1,0
58492,0,10,12,27.6666666666667,72,6,0,1,1,0
58493,0,4,1,228,4,1,0,0,1,0
58500,0,24,1,104,24,1,0,0,1,0
58502,1,14,1,200,14,0,0,1,1,0
58543,0,4,9,17.5555555555556,50,3,1,1,1,0
58553,1,2,2,89.5,6,1,0,0,1,0
58570,1,16,1,83,16,1,0,0,1,0
58587,1,8,2,17.5,14,1,1,0,1,0
58590,1,8,2,111.5,14,0,0,1,1,0
58592,1,14,2,152,18,0,0,1,1,0
58597,0,14,1,112,14,0,0,0,1,0
58605,1,4,1,289,4,0,0,1,1,0
58607,1,14,2,133,16,0,0,1,1,0
58613,0,6,1,201,6,1,0,0,1,0
58619,0,6,9,27.3333333333333,48,3,1,1,1,0
58621,0,2,6,45.6666666666667,26,1,1,0,1,0
58622,0,14,7,28.1428571428571,34,0,1,1,1,1
58660,0,18,1,86,18,0,0,0,1,0
58666,0,10,1,310,10,1,0,0,1,0
58690,1,16,2,74.5,20,0,1,0,1,0
58693,1,16,2,60,18,2,0,0,1,0
58698,1,10,12,36.9166666666667,68,5,1,1,1,0
58706,1,4,10,21.6,50,1,1,1,1,0
58711,1,14,6,48.6666666666667,44,1,0,1,1,1
58714,1,6,2,59,12,1,0,1,1,0
58717,0,16,5,56.2,28,2,0,1,1,0
58731,0,30,1,149,30,0,0,1,1,0
58751,0,14,2,122.5,22,0,1,1,1,1
58755,0,12,9,20.3333333333333,30,2,1,1,1,1
58757,0,36,2,43,42,1,0,1,1,0
58773,0,16,2,135,22,0,0,0,1,0
58793,1,16,3,111.333333333333,32,2,0,0,1,0
58809,1,8,10,39.5,52,2,1,1,1,0
58813,0,2,7,30.8571428571429,28,2,1,1,1,0
58819,0,4,7,48.7142857142857,42,3,1,1,1,0
58820,0,12,1,169,12,1,0,0,1,0
58826,0,32,2,130.5,38,0,0,1,1,0
58827,0,14,1,32,14,0,1,0,1,0
58842,1,34,4,56.25,46,1,0,1,1,1
58844,0,12,2,99.5,20,0,0,1,1,1
58851,1,34,1,29,34,0,0,0,1,0
58855,1,12,2,111,20,1,1,0,1,0
58865,0,12,1,140,12,1,0,0,1,0
58866,0,16,5,27.4,44,1,0,0,1,0
58868,1,24,11,16.4545454545455,60,2,0,1,1,0
58878,1,2,10,40.6,40,1,0,1,1,1
58905,0,2,2,73.5,8,0,1,1,1,0
58908,1,4,10,24.1,30,3,0,1,1,0
58914,0,2,9,36.7777777777778,40,1,0,1,1,0
58927,0,6,2,30.5,14,0,0,1,1,0
58939,0,12,6,36.8333333333333,32,1,0,1,1,0
58948,1,2,7,54,38,0,1,1,1,0
58968,0,4,2,106.5,12,0,0,0,1,0
58977,0,20,1,264,20,0,0,0,1,0
58989,1,32,2,60,36,0,0,1,1,0
58994,0,2,10,24.8,50,4,1,0,1,0
58999,0,12,11,38.7272727272727,36,1,1,1,1,0
59001,0,2,8,52.125,46,0,1,1,1,0
59007,0,14,1,55,14,0,0,0,1,0
59008,1,14,1,134,14,0,0,0,1,0
59014,0,2,9,47.5555555555556,36,3,0,1,1,0
59030,1,10,1,118,10,1,0,0,1,0
59031,0,2,2,129,10,0,1,0,1,0
59033,0,4,1,56,4,0,0,1,1,0
59051,0,10,1,80,10,0,0,0,1,0
59052,0,16,5,59,28,0,0,1,1,0
59056,0,4,1,31,4,0,1,0,1,0
59062,1,10,4,56.25,32,1,1,0,1,0
59069,0,12,8,41.875,30,2,1,1,1,0
59074,0,20,11,25.3636363636364,58,5,1,1,1,0
59092,0,12,1,169,12,0,1,0,1,0
59099,0,14,6,45.6666666666667,42,1,1,1,1,0
59101,0,10,1,203,10,0,0,0,1,0
59141,1,24,1,103,24,0,0,0,1,0
59145,0,14,2,46.5,18,1,0,1,1,1
59150,1,34,7,32.1428571428571,58,1,1,1,1,0
59156,0,18,8,33.375,50,1,0,1,1,1
59162,0,10,3,28.6666666666667,26,0,1,0,1,0
59220,0,10,1,26,10,0,0,0,1,0
59236,1,18,2,25.5,20,1,0,1,1,0
59243,0,14,1,283,14,0,0,0,1,0
59255,0,34,6,48.1666666666667,62,2,0,1,1,1
59259,0,10,1,117,10,0,0,0,1,0
59268,1,22,6,17.8333333333333,38,2,0,1,1,1
59284,1,10,1,86,10,0,0,1,1,0
59285,0,10,10,24.4,42,3,0,1,1,0
59288,0,24,2,29,32,1,0,1,1,0
59308,0,12,2,142,20,0,0,0,1,0
59310,1,12,10,37.5,56,4,1,1,1,0
59319,0,2,4,77.75,20,1,1,1,1,0
59328,0,16,7,32.8571428571429,40,1,1,0,1,0
59335,0,4,2,159.5,10,0,0,1,1,0
59341,1,10,9,29.4444444444444,50,1,1,1,1,1
59344,1,18,1,40,18,0,0,0,1,0
59367,1,16,3,106,26,1,0,1,1,0
59369,0,16,2,101,18,1,0,1,1,0
59371,0,28,1,19,28,0,0,0,1,0
59378,0,8,1,233,8,0,0,0,1,0
59404,0,16,1,76,16,1,0,0,1,0
59410,0,12,10,34.7,60,3,1,1,1,0
59414,1,4,2,39.5,8,0,0,1,1,0
59418,0,12,1,279,12,0,0,0,1,0
59424,1,14,2,137,18,1,0,0,1,0
59425,1,14,2,22,18,1,0,0,1,0
59434,0,4,6,49.5,26,1,1,1,1,1
